smiles,mol_id,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
c1ccc(c(c1C(=O)O)Cl)Cl,TOX4976,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(O)c1ccc(Cl)cc1Cl,TOX4977,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OC(=O)c1ccc(cc1Cl)Cl,TOX4977,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clc1cc(ccc1C(=O)O)Cl,TOX4977,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clc1ccc(c(Cl)c1)C(=O)O,TOX4977,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C1C=CC(=O)N1,TOX29377,0.0,,0.0,,0.0,0.0,0.0,0.0,,1.0,,
N1C(C=CC1=O)=O,TOX29377,0.0,,0.0,,0.0,0.0,0.0,0.0,,1.0,,
N1C(C=CC1=O)=O,TOX29377,0.0,,0.0,,0.0,0.0,0.0,0.0,,1.0,,
C1=CC(NC1=O)=O,TOX29377,0.0,,0.0,,0.0,0.0,0.0,0.0,,1.0,,
O=Cc1ccc(Cl)c(Cl)c1,TOX4971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
c1c(cc(Cl)c(Cl)c1)C=O,TOX4971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
c1c(Cl)c(ccc1C=O)Cl,TOX4971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Clc1c(cc(cc1)C=O)Cl,TOX4971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C.CCCCCCCCCCCCOS(=O)(=O)O,TOX17224,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,
C(CCCCCCCC)CCCOS(O)(=O)=O.[C@]1(C[C@@H](O[C@H]([C@@H]1O)C)O[C@H]1[C@@H]([C@@H](O[C@H]2[C@@H]([C@@H](N(C)C)C[C@@H](C)O2)OC(CC)=O)[C@](C[C@H](C([C@H](C)[C@H]([C@](C)(O)[C@H](OC(=O)[C@@H]1C)CC)O)=O)C)(C)O)C)(C)OC,TOX17224,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,
O=S(OCCCCCCCCCCCC)(=O)O.[C@@H]1(C)C[C@H](N(C)C)[C@@H](OC(=O)CC)[C@H](O[C@H]2[C@@](C)(C[C@@H](C)C([C@H](C)[C@@H](O)[C@@](C)([C@@H](CC)OC(=O)[C@@H]([C@H]([C@@H]2C)O[C@@H]2O[C@H]([C@@H]([C@@](C)(C2)OC)O)C)C)O)=O)O)O1,TOX17224,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,
C(CCCCCCCCC)CCOS(O)(=O)=O.[C@@H]1([C@@H]([C@](OC)(C[C@@H](O1)O[C@H]1[C@H](C)[C@H]([C@@](O)(C)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]([C@H](OC([C@@H]1C)=O)CC)(C)O)O[C@H]1[C@@H]([C@@H](N(C)C)C[C@@H](C)O1)OC(=O)CC)C)O)C,TOX17224,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,
C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6CC(O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)CC[C@]6(C)[C@H]5CC[C@@]43C)N2C1,TOX10707,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,
C1C(CC2[C@]([C@H]3CC[C@]4([C@@H](C[C@H]5[C@@H]4[C@H](C)[C@H]4CC[C@H](C)CN54)[C@@H]3CC=2)C)(C)C1)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O[C@H]1O[C@@H](C)[C@H](O)[C@H]([C@H]1O)O)O[C@@H]1O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)O,TOX10707,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,
O([C@@H]1O[C@H](CO)[C@H]([C@H](O)[C@H]1O)O)[C@@H]1[C@@H](O[C@@H]2[C@@H]([C@H](O)[C@@H](O)[C@@H](O2)C)O)[C@@H](O[C@H](CO)[C@@H]1O)OC1CC[C@@]2([C@H]3CC[C@@]4(C)[C@@H](C[C@@H]5N6C[C@@H](C)CC[C@@H]6[C@@H](C)[C@H]45)[C@@H]3CC=C2C1)C,TOX10707,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,
[C@@H]12CC[C@H](C)CN2[C@H]2C[C@@H]3[C@]([C@H]2[C@@H]1C)(C)CC[C@@H]1[C@@]2(C(CC(CC2)O[C@H]2[C@@H]([C@@H](O[C@H]4[C@@H]([C@H]([C@@H]([C@@H](CO)O4)O)O)O)[C@H]([C@@H](CO)O2)O)O[C@@H]2[C@@H]([C@H](O)[C@H]([C@@H](O2)C)O)O)=CC[C@@H]31)C,TOX10707,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,
C=CC(=O)NCOCCCC,TOX7443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C=CC(=O)NCOCCCC,TOX7443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C(CCOCNC(=O)C=C)C,TOX7443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
O=C(NCOCCCC)C=C,TOX7443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CCCCCCCCCC#N,TOX7449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
C(CCCC#N)CCCCC,TOX7449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
C(C#N)CCCCCCCC,TOX7449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
C(CCCC#N)CCCCC,TOX7449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
O=C1c2ccccc2CN2C(=O)c3ccccc3CN12,TOX469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
C1N2C(=O)c3ccccc3CN2C(=O)c2ccccc21,TOX469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
O=C1N2Cc3c(cccc3)C(N2Cc2c1cccc2)=O,TOX469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
O=C1N2Cc3c(C(=O)N2Cc2c1cccc2)cccc3,TOX469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
ClCCCCBr,TOX29309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C(CCl)CCBr,TOX29309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C(CCCl)CBr,TOX29309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C(CCCCl)Br,TOX29309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CCCOc1ccc2nc(NC(=O)OC)sc2c1,TOX26178,0.0,0.0,1.0,,1.0,0.0,0.0,,1.0,,1.0,1.0
C(=O)(OC)Nc1nc2c(cc(OCCC)cc2)s1,TOX26178,0.0,0.0,1.0,,1.0,0.0,0.0,,1.0,,1.0,1.0
c1cc(OCCC)cc2sc(NC(OC)=O)nc21,TOX26178,0.0,0.0,1.0,,1.0,0.0,0.0,,1.0,,1.0,1.0
O=C(OC)Nc1nc2ccc(cc2s1)OCCC,TOX26178,0.0,0.0,1.0,,1.0,0.0,0.0,,1.0,,1.0,1.0
CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,TOX26177,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0
C(C1CCCN(C)C1)N1c2ccccc2Sc2c1cccc2,TOX26177,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0
c12N(c3c(cccc3)Sc2cccc1)CC1CCCN(C1)C,TOX26177,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0
c12Sc3c(N(c2cccc1)CC1CCCN(C1)C)cccc3,TOX26177,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0
O=C(CCN1CCN(CCO)CC1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,TOX26176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
C(=O)(CCN1CCN(CCO)CC1)N1c2c(Sc3ccc(C(F)(F)F)cc31)cccc2,TOX26176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
c1cccc2N(C(CCN3CCN(CC3)CCO)=O)c3cc(C(F)(F)F)ccc3Sc21,TOX26176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
c1cccc2c1N(C(=O)CCN1CCN(CCO)CC1)c1c(S2)ccc(C(F)(F)F)c1,TOX26176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
CCCCCCCCCBr,TOX29307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(CCCCCCBr)CC,TOX29307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(CCCCCCCBr)C,TOX29307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(CCCCCCC)CBr,TOX29307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC[N+]1(C)CCCC1,TOX29306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1CCC[N+]1(C)CC,TOX29306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1[N+](CCC1)(C)CC,TOX29306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1CC[N+](C1)(C)CC,TOX29306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(Cl)c1ccc(F)c(Cl)c1,TOX29301,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1(C(=O)Cl)ccc(c(c1)Cl)F,TOX29301,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1cc(c(cc1C(Cl)=O)Cl)F,TOX29301,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1(ccc(C(Cl)=O)cc1Cl)F,TOX29301,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCn1cc[n+](C)c1,TOX29300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[n+]1cn(cc1)CC,TOX29300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n1(cc[n+](c1)C)CC,TOX29300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1n(c[n+](c1)C)CC,TOX29300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=S(=O)(Cl)c1c(Cl)cccc1Cl,TOX29303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1c(Cl)c(S(=O)(=O)Cl)c(Cl)cc1,TOX29303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1(c(S(Cl)(=O)=O)c(Cl)ccc1)Cl,TOX29303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clc1c(c(ccc1)Cl)S(=O)(Cl)=O,TOX29303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCC[n+]1ccc(C)cc1,TOX29302,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
c1cc(cc[n+]1CCCC)C,TOX29302,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
C(CC[n+]1ccc(C)cc1)C,TOX29302,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
[n+]1(CCCC)ccc(C)cc1,TOX29302,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,TOX27553,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
C(F)(C(F)(C(=O)O)F)(F)C(F)(C(F)(F)C(F)(C(F)(C(F)(C(F)(F)C(C(F)(F)F)(F)F)F)F)F)F,TOX27553,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
FC(C(C(F)(C(F)(C(F)(F)C(C(F)(F)C(C(C(F)(C(=O)O)F)(F)F)(F)F)(F)F)F)F)(F)F)(F)F,TOX27553,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
OC(C(F)(F)C(C(F)(C(C(C(C(C(F)(C(F)(C(F)(F)F)F)F)(F)F)(F)F)(F)F)(F)F)F)(F)F)=O,TOX27553,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
CC=C(C)C(=O)OCCC(C)CCC=C(C)C,TOX27556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(COC(C(=CC)C)=O)C(C)CCC=C(C)C,TOX27556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(CC(C)CCC=C(C)C)OC(C(=CC)C)=O,TOX27556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(C)(=CCCC(CCOC(=O)C(C)=CC)C)C,TOX27556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC/C=C\CCOC(=O)c1ccccc1,TOX27554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(COC(c1ccccc1)=O)/C=C\CC,TOX27554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(C)/C=C\CCOC(c1ccccc1)=O,TOX27554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(C)/C=C\CCOC(=O)c1ccccc1,TOX27554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,TOX27558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(OC(=O)C(C)=C)CC(F)(F)C(F)(C(F)(C(F)(C(F)(F)C(F)(F)F)F)F)F,TOX27558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC(C(F)(F)C(F)(F)C(C(F)(F)F)(F)F)(C(F)(F)CCOC(=O)C(=C)C)F,TOX27558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC(C(F)(F)C(F)(CCOC(=O)C(C)=C)F)(F)C(C(F)(C(F)(F)F)F)(F)F,TOX27558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCOC(=O)CCC,TOX27559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(CCC)CCOC(=O)CCC,TOX27559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCC(OCCCCCC)=O,TOX27559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(CCC)OCCCCCC,TOX27559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl,TOX21680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
C1(C2(Cl)CC(CBr)C1(Cl)C(Cl)=C2Cl)(Cl)Cl,TOX21680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
C12(Cl)C(=C(Cl)C(C(CBr)C2)(C1(Cl)Cl)Cl)Cl,TOX21680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
C1C2(C(C(Cl)(C1CBr)C(Cl)=C2Cl)(Cl)Cl)Cl,TOX21680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
O=[N+]([O-])c1ccc(O/N=C/c2cc(Br)c(O)c(Br)c2)c([N+](=O)[O-])c1,TOX21681,0.0,,,0.0,,,0.0,,0.0,1.0,1.0,
[O-][N+](c1ccc(c(c1)[N+](=O)[O-])O/N=C/c1cc(Br)c(O)c(c1)Br)=O,TOX21681,0.0,,,0.0,,,0.0,,0.0,1.0,1.0,
[N+](c1cc([N+](=O)[O-])ccc1O/N=C/c1cc(c(O)c(c1)Br)Br)(=O)[O-],TOX21681,0.0,,,0.0,,,0.0,,0.0,1.0,1.0,
c1(cc(c(O/N=C/c2cc(c(O)c(Br)c2)Br)cc1)[N+](=O)[O-])[N+](=O)[O-],TOX21681,0.0,,,0.0,,,0.0,,0.0,1.0,1.0,
O=S1(=O)OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2ccccc21,TOX21682,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0
c1c(c(c(cc1C1(OS(c2ccccc12)(=O)=O)c1cc(Br)c(c(c1)Br)O)Br)O)Br,TOX21682,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0
c1cccc2c1S(=O)(OC2(c1cc(Br)c(c(c1)Br)O)c1cc(c(O)c(c1)Br)Br)=O,TOX21682,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0
c1(Br)cc(cc(c1O)Br)C1(OS(c2c1cccc2)(=O)=O)c1cc(c(c(c1)Br)O)Br,TOX21682,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0
CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,TOX21684,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
CCOP(OCC)(=S)Oc1c(Cl)cc(c(Cl)c1)Br,TOX21684,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
S=P(Oc1c(Cl)cc(Br)c(Cl)c1)(OCC)OCC,TOX21684,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
c1(OP(OCC)(=S)OCC)c(cc(c(c1)Cl)Br)Cl,TOX21684,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1.CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1,TOX5513,0.0,,1.0,,,0.0,,,0.0,1.0,1.0,
C(c1ccc(N(C)C)cc1)(=C1C=CC(=[N+](C)C)C=C1)c1ccccc1.CN(c1ccc(cc1)C(c1ccccc1)=C1C=CC(=[N+](C)C)C=C1)C,TOX5513,0.0,,1.0,,,0.0,,,0.0,1.0,1.0,
C1=CC(=C(c2ccccc2)c2ccc(cc2)N(C)C)C=CC1=[N+](C)C.C[N+](=C1C=CC(=C(c2ccccc2)c2ccc(cc2)N(C)C)C=C1)C,TOX5513,0.0,,1.0,,,0.0,,,0.0,1.0,1.0,
C1(=[N+](C)C)C=CC(=C(c2ccccc2)c2ccc(cc2)N(C)C)C=C1.c1c(C(c2ccc(cc2)N(C)C)=C2C=CC(=[N+](C)C)C=C2)cccc1,TOX5513,0.0,,1.0,,,0.0,,,0.0,1.0,1.0,
C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,TOX4276,0.0,,0.0,,,0.0,,1.0,0.0,0.0,1.0,
C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,TOX4276,0.0,,0.0,,,0.0,,1.0,0.0,0.0,1.0,
C1(Oc2ccc(cc2)C(C)(C)C)C(OS(OCC#C)=O)CCCC1,TOX4276,0.0,,0.0,,,0.0,,1.0,0.0,0.0,1.0,
S(OCC#C)(=O)OC1C(CCCC1)Oc1ccc(C(C)(C)C)cc1,TOX4276,0.0,,0.0,,,0.0,,1.0,0.0,0.0,1.0,
O=c1cc(O)c(Cl)c[nH]1,TOX26799,,,,,,,,0.0,,0.0,,
c1(c[nH]c(cc1O)=O)Cl,TOX26799,,,,,,,,0.0,,0.0,,
[nH]1cc(c(cc1=O)O)Cl,TOX26799,,,,,,,,0.0,,0.0,,
c1(cc(=O)[nH]cc1Cl)O,TOX26799,,,,,,,,0.0,,0.0,,
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1,TOX26798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1c(c(N)c(Cl)cc1C(CNC(C)(C)C)O)C(F)(F)F,TOX26798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)(NCC(c1cc(c(N)c(c1)Cl)C(F)(F)F)O)C,TOX26798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clc1cc(cc(c1N)C(F)(F)F)C(O)CNC(C)(C)C,TOX26798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,TOX14113,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
[C@]12(C)[C@H]([C@H]3[C@@H]([C@@]4(C)CCC(=O)C(=C4CC3)O)CC2)CCC1=O,TOX14113,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C1([C@]2(CC[C@@H]3[C@]4(C)C(CC[C@H]3[C@@H]2CC1)=C(C(=O)CC4)O)C)=O,TOX14113,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@]12C(=O)CC[C@H]2[C@@H]2CCC3[C@](C)(CCC(=O)C=3O)[C@H]2CC1,TOX14113,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,TOX26792,0.0,,0.0,,,,,,,,,
c1c(C(F)(F)F)cc(CCCN[C@@H](c2c3ccccc3ccc2)C)cc1,TOX26792,0.0,,0.0,,,,,,,,,
C(CN[C@@H](c1cccc2c1cccc2)C)Cc1cccc(C(F)(F)F)c1,TOX26792,0.0,,0.0,,,,,,,,,
c1ccc(CCCN[C@H](C)c2c3ccccc3ccc2)cc1C(F)(F)F,TOX26792,0.0,,0.0,,,,,,,,,
CCCCCc1ccc(C)cc1O,TOX26791,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,1.0,0.0
c1(CCCCC)c(O)cc(cc1)C,TOX26791,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,1.0,0.0
C(CC)CCc1ccc(cc1O)C,TOX26791,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,1.0,0.0
c1(O)c(ccc(C)c1)CCCCC,TOX26791,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,1.0,0.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc(N)n3CCO)CS[C@H]12)c1csc(N)n1,TOX26795,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
O=C(C1=C(C[n+]2ccc(n2CCO)N)CS[C@@H]2[C@@H](C(N12)=O)NC(/C(=N\OC)c1csc(n1)N)=O)[O-],TOX26795,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
c1(N)n([n+](CC2=C(C([O-])=O)N3C(=O)[C@@H](NC(=O)/C(=N\OC)c4csc(n4)N)[C@H]3SC2)cc1)CCO,TOX26795,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
[C@H]1(C(=O)N2[C@@H]1SCC(=C2C(=O)[O-])C[n+]1n(CCO)c(cc1)N)NC(=O)/C(c1nc(N)sc1)=N\OC,TOX26795,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CCCCCCCCCCCCSC#N,TOX22089,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
N#CSCCCCCCCCCCCC,TOX22089,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
C(CCCCCCCCCSC#N)CC,TOX22089,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
C(SCCCCCCCCCCCC)#N,TOX22089,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
CC1(C)[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)[C@H]1/C=C1\CCSC1=O,TOX22083,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,,
c1cccc(Cc2cc(co2)COC(=O)[C@H]2[C@@H](/C=C3/C(SCC3)=O)C2(C)C)c1,TOX22083,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,,
c1ccccc1Cc1occ(COC([C@H]2[C@@H](/C=C3/C(=O)SCC3)C2(C)C)=O)c1,TOX22083,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,,
c1c(cc(Cc2ccccc2)o1)COC(=O)[C@H]1[C@@H](/C=C2\CCSC2=O)C1(C)C,TOX22083,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,,
CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1,TOX22080,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
S=P(Oc1cc(on1)-c1ccccc1)(OCC)OCC,TOX22080,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
S=P(Oc1cc(-c2ccccc2)on1)(OCC)OCC,TOX22080,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
